"","Year","Name","Event","Type","County","Formofgovernment","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","YearsofPotentialLifeLostRate","Percent_FairOrPoor","PhysicallyUnhealthyDays","MentallyUnhealthyDays","PrecentLBW","PercentSmokers","PercentObese","FoodEnvironmentIndex","PercentPhysicallyInactive","PercentWithAccessToExercise","PercentExcessiveDrinking","NumberChlamydiaCases","ChlamydiaRate","TeenBirths","TeenBirthRate","PercentUninsured","NumberMedicareEnrollees","PercentDiabetics","PercentReceivingHbA1c","PercentUnemployed","PercentChildreninPoverty","PercentSingle-ParentHouseholds","NumberViolentCrimes","ViolentCrimeRate","T21year","MAYOR","LENGTHOFTERM","NEXTELECTION","mayor_ind","NearbyT21Ratio"
"70",2012,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"71",2013,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"72",2014,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"73",2015,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"74",2016,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0.1
"75",2017,"Ashburnham","0","Town","Worcester","Open town meeting",6081,1765,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0.1
"76",2011,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,0
"77",2012,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,0
"78",2013,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,0
"79",2014,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,0
"80",2015,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,0
"81",2016,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,0.1
"82",2017,"Ashby","0","Town","Middlesex","Open town meeting",3074,1767,NA,"25017","Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,0.1
"83",2011,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,NA,NA,NA,NA,0,0
"84",2012,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,NA,NA,NA,NA,0,0
"85",2013,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,NA,NA,NA,NA,0,0
"86",2014,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,NA,NA,NA,NA,0,0
"87",2015,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",696,5159.43,10.3,4,3.3,6.8550153307,18.7,22.1,8.4,18.1,79.980944908,18.2,110,153.8,318,21.013678715,4.1359735081,8510,769,90.117035111,6.5816633136,17.7,33.042126305,245,378.5518204,NA,NA,NA,NA,0,0.3
"88",2016,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",762,5500.2,12.4,3.5,4,6.8456375839,15.4,21.6,8.1,17.8,72.234209494,19.7,184,257.19876992,300,20.498804236,4.2319614996,8891,811,90.012330456,5.2606299611,16.7,32.917894101,245,378.5518204,NA,NA,NA,NA,0,0.4
"89",2017,"Ashfield","0","Town","Franklin","Open town meeting",1737,1765,NA,"25011","Massachusetts",806,6107.8,13.300617402,3.674788213,4.0251392425,6.6422354558,14.973397185,21,8.2,17.1,72.234209494,18.753851702,131,183.9,273,19.347980156,3.5833507198,9290,871,89.207807118,4.5169161943,16.9,31.497458019,225,371.64078028,NA,NA,NA,NA,0,0.5
"90",2011,"Ashland","0","Town","Middlesex","Open town meeting",16593,1846,"2015-01-01","25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,2015,NA,NA,NA,0,0
"91",2012,"Ashland","0","Town","Middlesex","Open town meeting",16593,1846,"2015-01-01","25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,2015,NA,NA,NA,0,0
"92",2013,"Ashland","0","Town","Middlesex","Open town meeting",16593,1846,"2015-01-01","25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,2015,NA,NA,NA,0,0
"93",2014,"Ashland","0","Town","Middlesex","Open town meeting",16593,1846,"2015-01-01","25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,2015,NA,NA,NA,0,0.2
"94",2015,"Ashland","1","Town","Middlesex","Open town meeting",16593,1846,"2015-01-01","25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,2015,NA,NA,NA,0,0.7
"95",2011,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,0
"96",2012,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"97",2013,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"98",2014,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"99",2015,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"100",2016,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"101",2017,"Athol","0","Town","Worcester","Open town meeting",11584,1762,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0
"102",2011,"Attleboro","0","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5405,6481.3,15.5,3.8,4,8.08,22.1,27.5,NA,NA,NA,19.5,NA,NA,3673,29,8.8,122807,2577,88.5914,11.1,15.3,32.8,9997,612.7,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0
"103",2012,"Attleboro","0","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5443,6471.64,15.3,3.7,3.9,8.1,21.5,29,NA,28.8,NA,19.7,1264,231.6,3617,29.2,5.6,61242,6916,88.577212261,11.2,16.6,34.561816666,9988,608.6187681,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0
"104",2013,"Attleboro","0","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5471,6180.27,15.4,3.7,3.8,8.3,20.8,29,NA,28.8,NA,19.8,1284,234.2,3510,26.305928202,5.5,62320,7359,89.917108303,10,16.3,33.774259825,3316,603.3531884,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0
"105",2014,"Attleboro","0","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5471,6180.27,15.2,3.7,3.8,8.2,20.3,29.1,8.2896359783,28.3,80.901903207,20.4,1415,257.8,3348,25.12419517,5.1917058244,63385,7815,90.6078055,9.3345083513,17.6,34.747110066,3247.6666667,589.13982441,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0.1
"106",2015,"Attleboro","0","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5630,6029.99,15.2,3.7,3.8,8.1907663464,20.3,28.6,8,26.4,95.487383386,20.4,1628,295.4,3213,24.234058922,5.0705845309,65614,8175,90.311926606,9.7096201195,19.2,34.224549489,3063.3333333,555.71748025,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0.1
"107",2016,"Attleboro","1","City","Bristol","Mayor-council",43593,1694,"2016-01-01","25005","Massachusetts",5935,6197.2,15.3,4,4.6,8.0999424516,18.6,28.2,7.8,26.6,95.07154126,20.3,1519,275.63955999,3013,22.912896014,4.7885336389,66664,8588,91.336748952,7.3397988357,17.4,34.524557323,3063.3333333,555.71748025,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1,0.4
"108",2011,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,0
"109",2012,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"110",2013,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"111",2014,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"112",2015,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"113",2016,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0.2
"114",2017,"Auburn","0","Town","Worcester","Representative town meeting",16188,1778,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0.2
"115",2011,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5509,4814.5,9.2,2.9,2.8,7.06,13.6,19.4,NA,NA,NA,19.1,NA,NA,1135,8,8.5,141374,2055,84.4769,7.6,6,18.3,3689,187.4,NA,NA,NA,NA,0,0
"116",2012,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5404,4670.49,9,2.9,2.7,7.2,12.9,20.2,NA,19.9,NA,19.1,991,150.2,1119,8,3.3,71914,5493,86.710358638,7.6,6.8,18.510114708,3855,198.65952489,NA,NA,NA,NA,0,0
"117",2013,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5205,4535.71,9,2.9,2.8,7.2,12.6,20.2,NA,19.9,NA,19.2,1059,157.9,1051,7.128710185,3.6,73125,5684,88.142153413,6.2,6.7,18.512395597,1373,211.44871624,NA,NA,NA,NA,0,0.1
"118",2014,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5205,4535.71,8.9,2.8,2.7,7.3,11.8,19.8,9.1574897929,20.1,91.132891108,19.4,1347,199.4,998,6.7164229327,3.1408700473,76531,6046,89.33178961,5.60043183,8,18.520170417,1403.3333333,213.27383956,NA,NA,NA,NA,0,0.3
"119",2015,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,NA,NA,NA,NA,0,0.3
"120",2016,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5404,4413.1,10.4,2.9,3.2,7.2373692954,12.3,19.7,8.7,19.3,95.744652307,19.6,1431,209.87174504,867,5.7400872599,3.0107932103,81498,6582,90.398055302,4.9942696296,7,18.363838676,1356.3333333,203.20868968,NA,NA,NA,NA,0,0.8
"121",2017,"Avon","0","Town","Norfolk","Open town meeting",4356,1888,NA,"25021","Massachusetts",5536,4512.4,11.184260205,3.0607782385,3.3826188357,7.2425536941,11.767660861,20.5,8.8,17.7,95.744652307,19.392190869,1996,290.2,778,5.1111578283,2.7209275435,82866,6828,91.15407147,4.3471768599,6.4,18.381335134,1303.6666667,193.10128263,NA,NA,NA,NA,0,0.8
"122",2011,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",11206,4524.4,9.7,2.8,2.8,7.32,13.4,22.1,NA,NA,NA,18,NA,NA,4133,12.6,9.9,264855,4000,87.15,7.1,8.3,20.8,11031,249.1,NA,NA,NA,NA,0,0
"123",2012,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",10885,4320.15,9.5,2.7,2.7,7.4,12.5,23.1,NA,21.1,NA,17.6,2562,172.8,4157,13,4.6,133633,10819,87.170718181,7,8.5,21.023875057,11724,263.87623475,NA,NA,NA,NA,0,0
"124",2013,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",10899,4330.73,9.2,2.7,2.6,7.5,12.1,23.1,NA,21.1,NA,18,2778,184.8,4086,12.180943352,4.5,135688,11042,89.14145988,5.9,9.3,20.926310082,4242,284.102451,NA,NA,NA,NA,0,0
"125",2014,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",10899,4330.73,8.9,2.7,2.7,7.5,11.4,23.3,9.1148955101,21.8,94.834556928,18.1,3396,223.7,3969,11.754914911,4.4632197847,142890,11733,89.59345436,5.3173677242,9.5,20.724166347,4122.6666667,277.72457169,NA,NA,NA,NA,0,0.1
"126",2015,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",11119,4156.69,8.9,2.7,2.7,7.4975633918,11.4,23.1,8.9,20.8,96.407721453,18.1,3634,236.4,3825,11.243088807,4.0404229175,147540,12117,89.06495007,5.6376917719,10.6,21.029600706,3797.3333333,257.33734459,NA,NA,NA,NA,0,0.1
"127",2016,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",11297,4107.7,11.4,3,3.4,7.512710677,12.2,22.6,8.7,21.3,96.575642761,20.3,3669,238.67838916,3542,10.355059859,3.9803209994,151812,12704,89.829974811,4.6490301066,9.6,21.023948082,3797.3333333,257.33734459,NA,NA,NA,NA,0,0.1
"128",2017,"Ayer","0","Town","Middlesex","Open town meeting",7427,1871,NA,"25017","Massachusetts",11403,4120.7,10.851879904,2.7181453215,3.4476376243,7.4287095215,11.843819748,22.6,8.8,19.8,96.575642761,19.020107134,3714,239.2,3216,9.3492177007,3.1822290785,154845,12976,91.199136868,4.0494548609,8.2,20.658011904,3164,206.55078468,NA,NA,NA,NA,0,0.1
"129",2011,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2473,5973.6,9,2.7,3.2,6.66,15.5,19.3,NA,NA,NA,19.4,NA,NA,749,17.6,9.4,95905,1280,85.9375,8.7,11.3,26.4,2993,448.6,NA,NA,NA,NA,0,0
"130",2012,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2412,5814.19,8.5,2.6,3.2,6.7,14.6,18.2,NA,18.3,NA,18.9,352,159.2,746,18,4.9,48500,3460,88.728323699,9.2,15.7,27.641280842,3025,449.5273647,NA,NA,NA,NA,0,0
"131",2013,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2391,5860.91,8.8,2.6,3.3,7.1,14.5,18.2,NA,18.3,NA,18,363,168.1,732,17.441029307,6,49010,3551,89.63672205,8.2,15.2,29.699951864,1030,465.86706134,NA,NA,NA,NA,0,0
"132",2014,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2391,5860.91,8.3,2.5,3.3,6.9,14.2,18,8.5642138397,17.5,74.798506633,17.9,436,202.1,695,16.863610997,5.9225914648,50311,3599,90.3584329,7.3777719178,15.4,30.479638502,1025,467.75601846,NA,NA,NA,NA,0,0.1
"133",2015,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2465,5631.84,8.3,2.5,3.3,6.9521735624,14.2,18.3,8.3,17.3,90.215296821,17.9,441,204.7,661,16.412573869,4.8112670288,52218,3734,89.850026781,7.5928582683,14.9,33.652988403,972.66666667,448.38432591,NA,NA,NA,NA,0,0.2
"134",2016,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2492,5708.9,9.2,2.9,3.6,6.8678113019,12.1,19.7,8,17.2,88.498202772,20.3,460,213.53337387,589,15.025510204,4.740021519,53328,3873,90.188484379,7.0085806573,13.4,33.315362352,972.66666667,448.38432591,NA,NA,NA,NA,0,0.5
"135",2017,"Barnstable","0","City","Barnstable","Council-manager",45193,1638,NA,"25001","Massachusetts",2522,6219.1,10.321993839,3.2377777896,3.6318499821,6.9769457445,11.935867023,19.9,8,15.8,88.498202772,21.024641889,211,98.1,524,13.750754455,4.0791221446,54208,3907,89.787560788,6.297380807,11.5,31.212544365,926.33333333,428.25001541,NA,NA,NA,NA,0,0.5
"136",2011,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7136,5900.4,12.8,3.5,3.5,7.26,20.1,24.3,NA,NA,NA,19.9,NA,NA,4589,24.3,8.5,102813,1669,85.7999,9.2,10.2,26.9,10257,434.6,NA,NA,NA,NA,0,0
"137",2012,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7136,5733.56,12.5,3.4,3.5,7.3,19.7,25.5,NA,23,NA,20.1,1901,242.5,4480,24.1,4.6,52950,4990,84.96993988,9.3,14,27.250408292,10307,438.41832518,NA,NA,NA,NA,0,0
"138",2013,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7215,5573.47,12.7,3.4,3.5,7.4,19.1,25.5,NA,23,NA,20.6,2164,271,4377,21.899453639,4.8,54228,5261,87.56890325,8.1,16.2,28.044191042,3544,451.05153457,NA,NA,NA,NA,0,0
"139",2014,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7215,5573.47,11.9,3.3,3.4,7.4,18.1,25.6,8.6497819162,23.3,87.529303038,21.2,2310,288.3,4271,21.259544645,4.5474205696,56493,5542,86.95416817,7.5072096261,15.1,28.271964508,3578,452.62797472,NA,NA,NA,NA,0,0
"140",2015,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7334,5555.56,11.9,3.3,3.4,7.3879568093,18.1,26,8.4,22.2,92.920185536,21.2,2320,287.8,4109,20.385483591,4.6573703414,59744,6002,88.837054315,7.9005526235,18,29.159634762,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"141",2016,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7506,5519.4,12.2,3.1,3.6,7.4786324786,15.8,26.1,8.2,22.6,91.200197357,19.3,2241,277.98348473,3837,19.079964794,4.1687247302,62144,6350,88.992125984,6.1922313848,15,29.380101871,3556.6666667,447.12149301,NA,NA,NA,NA,0,0
"142",2017,"Barre","0","Town","Worcester","Open town meeting",5398,1774,NA,"25027","Massachusetts",7872,5700.3,13.87208061,3.5785862145,3.951719279,7.4853725762,17.156909936,27,8.3,20.8,91.200197357,20.689806914,1709,211.2,3496,17.4595723,3.5293059096,66314,6869,89.634590188,5.2933292577,15.2,30.636828229,3492.6666667,435.18132417,NA,NA,NA,NA,0,0
"143",2011,"Becket","0","Town","Berkshire","Open town meeting",1779,1765,NA,"25003","Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,0
"144",2012,"Becket","0","Town","Berkshire","Open town meeting",1779,1765,NA,"25003","Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,0
"145",2013,"Becket","0","Town","Berkshire","Open town meeting",1779,1765,NA,"25003","Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,0
"146",2014,"Becket","0","Town","Berkshire","Open town meeting",1779,1765,NA,"25003","Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,0
"147",2015,"Becket","0","Town","Berkshire","Open town meeting",1779,1765,NA,"25003","Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,0
